"","T_tphe_5.0m Ave. (C)","T_tphe_3.75m Ave. (C)","T_tphe_2.5m Ave. (C)","T_iv_gas Ave. (C)","T_tw Ave. (C)","T_exhaust Ave. (C)"
"1679335914","617.618","603.855","577.347","768.261","744.262","90.764"
"1679335924","617.657","603.967","577.472","768.047","744.149","90.330"
"1679335934","617.693","604.074","577.594","767.854","744.046","89.759"
"1679335944","617.732","604.186","577.717","767.679","743.955","89.213"
"1679335954","617.769","604.296","577.837","767.512","743.865","88.468"
"1679335964","617.800","604.389","577.941","767.363","743.780","88.309"
"1679335974","617.834","604.488","578.052","767.221","743.698","88.012"
"1679335984","617.875","604.593","578.169","767.098","743.628","87.680"
"1679335994","617.921","604.702","578.289","766.975","743.560","87.512"
"1679336004","617.969","604.811","578.408","766.879","743.506","87.049"
"1679336014","618.013","604.910","578.522","766.777","743.450","86.615"
"1679336024","618.055","605.009","578.632","766.677","743.387","86.428"
"1679336034","618.108","605.116","578.750","766.593","743.337","86.135"
"1679336044","618.157","605.214","578.861","766.508","743.291","85.984"
"1679336054","618.207","605.323","578.976","766.432","743.246","85.743"
"1679336064","618.253","605.416","579.080","766.349","743.199","85.572"
"1679336074","618.300","605.513","579.182","766.272","743.157","85.466"
"1679336084","618.337","605.593","579.272","766.190","743.106","85.264"
"1679336094","618.385","605.691","579.376","766.116","743.069","84.984"
"1679336104","618.439","605.787","579.479","766.056","743.043","84.933"
"1679336114","618.488","605.882","579.578","765.984","743.005","84.894"
"1679336124","618.542","605.973","579.680","765.924","742.978","84.707"
"1679336134","618.589","606.063","579.777","765.856","742.942","84.504"
"1679336144","618.644","606.155","579.880","765.799","742.916","84.250"
"1679336154","618.697","606.248","579.983","765.732","742.886","84.136"
"1679336164","618.746","606.332","580.073","765.671","742.853","84.171"
"1679336174","618.787","606.411","580.159","765.602","742.819","83.976"
"1679336184","618.847","606.506","580.259","765.557","742.802","83.752"
"1679336194","618.903","606.599","580.363","765.501","742.775","83.423"
"1679336204","618.943","606.672","580.442","765.432","742.742","83.245"
"1679336214","619.010","606.771","580.549","765.386","742.724","83.121"
"1679336224","619.051","606.841","580.624","765.322","742.692","83.152"
"1679336234","619.112","606.932","580.730","765.275","742.676","83.348"
"1679336244","619.163","607.008","580.814","765.220","742.649","83.373"
"1679336254","619.217","607.095","580.908","765.166","742.621","82.994"
"1679336264","619.271","607.176","581.000","765.125","742.604","82.989"
"1679336274","619.330","607.261","581.093","765.074","742.577","83.115"
"1679336284","619.383","607.339","581.183","765.024","742.548","83.161"
"1679336294","619.437","607.416","581.268","764.968","742.508","83.156"
"1679336304","619.488","607.492","581.354","764.923","742.477","83.265"
"1679336314","619.554","607.581","581.452","764.998","742.713","83.106"
"1679336324","619.604","607.655","581.527","765.238","743.132","83.213"
"1679336334","619.672","607.731","581.602","765.332","743.207","83.838"
"1679336344","619.754","607.807","581.676","765.389","743.243","84.177"
"1679336354","619.849","607.888","581.757","765.434","743.261","84.261"
"1679336364","619.945","607.963","581.834","765.465","743.270","84.370"
"1679336374","620.052","608.045","581.920","765.481","743.266","84.625"
"1679336384","620.146","608.120","581.996","765.479","743.247","84.904"
"1679336394","620.259","608.204","582.088","765.479","743.235","85.254"
"1679336404","620.354","608.282","582.168","765.468","743.213","85.784"
"1679336414","620.463","608.364","582.258","765.318","742.920","86.143"
"1679336424","620.566","608.448","582.349","765.163","742.746","86.056"
"1679336434","620.653","608.521","582.430","765.058","742.660","85.713"
"1679336444","620.741","608.604","582.519","764.972","742.600","85.593"
"1679336454","620.820","608.691","582.610","764.893","742.543","85.674"
"1679336464","620.902","608.773","582.702","764.811","742.497","85.755"
"1679336474","620.976","608.854","582.790","764.739","742.461","86.069"
"1679336484","621.031","608.917","582.860","764.655","742.409","85.935"
"1679336494","621.103","608.999","582.947","764.592","742.376","85.768"
"1679336504","621.176","609.074","583.029","764.529","742.348","85.733"
"1679336514","621.256","609.161","583.122","764.475","742.324","85.746"
"1679336524","621.319","609.236","583.200","764.413","742.293","85.538"
"1679336534","621.385","609.313","583.283","764.343","742.258","85.373"
"1679336544","621.450","609.381","583.361","764.290","742.233","85.360"
"1679336554","621.517","609.461","583.443","764.237","742.205","85.656"
"1679336564","621.582","609.536","583.519","764.189","742.182","85.618"
"1679336574","621.649","609.613","583.603","764.158","742.187","85.592"
"1679336584","621.719","609.691","583.684","764.149","742.191","85.675"
"1679336594","621.798","609.775","583.770","764.138","742.193","85.708"
"1679336604","621.861","609.846","583.840","764.133","742.213","85.537"
"1679336614","621.927","609.917","583.902","764.325","742.555","85.585"
"1679336624","621.998","609.984","583.955","764.446","742.671","86.003"
"1679336634","622.078","610.059","584.011","764.555","742.746","86.629"
"1679336644","622.152","610.120","584.057","764.641","742.803","86.919"
"1679336654","622.248","610.203","584.116","764.761","742.882","86.891"
"1679336664","622.337","610.270","584.164","764.859","742.939","87.365"
"1679336674","622.427","610.341","584.214","764.953","742.990","87.730"
"1679336684","622.517","610.412","584.267","765.045","743.051","88.000"
"1679336694","622.610","610.482","584.319","765.141","743.107","88.513"
"1679336704","622.706","610.559","584.381","765.233","743.167","88.648"
"1679336714","622.791","610.625","584.428","765.312","743.218","88.444"
"1679336724","622.891","610.702","584.486","765.398","743.280","88.600"
"1679336734","622.981","610.776","584.541","765.482","743.341","88.883"
"1679336744","623.067","610.843","584.591","765.558","743.400","88.945"
"1679336754","623.153","610.911","584.636","765.639","743.464","89.173"
"1679336764","623.233","610.971","584.683","765.707","743.507","89.302"
"1679336774","623.325","611.047","584.738","765.776","743.561","89.556"
"1679336784","623.404","611.108","584.783","765.834","743.603","89.685"
"1679336794","623.500","611.190","584.847","765.916","743.670","89.786"
"1679336804","623.571","611.248","584.889","765.982","743.721","89.886"
"1679336814","623.662","611.320","584.945","766.051","743.782","89.874"
"1679336824","623.746","611.391","585.002","766.120","743.842","89.668"
"1679336834","623.829","611.461","585.057","766.195","743.904","89.710"
"1679336844","623.903","611.522","585.109","766.262","743.961","89.857"
"1679336854","623.992","611.597","585.173","766.340","744.024","90.041"
"1679336864","624.079","611.672","585.234","766.414","744.081","90.203"
"1679336874","624.171","611.749","585.296","766.489","744.148","90.405"
"1679336884","624.240","611.808","585.342","766.549","744.197","90.805"
"1679336894","624.321","611.877","585.400","766.621","744.264","91.136"
"1679336904","624.394","611.940","585.450","766.678","744.312","91.135"
"1679336914","624.477","612.015","585.509","766.748","744.380","90.985"
"1679336924","624.548","612.074","585.555","766.802","744.432","91.186"
"1679336934","624.636","612.151","585.619","766.891","744.520","91.235"
"1679336944","624.711","612.217","585.671","766.970","744.591","91.279"
"1679336954","624.794","612.293","585.733","767.065","744.675","91.283"
"1679336964","624.863","612.351","585.779","767.163","744.764","90.404"
"1679336974","624.945","612.423","585.830","767.391","745.048","89.290"
"1679336984","625.015","612.480","585.868","767.654","745.341","88.606"
"1679336994","625.103","612.546","585.897","767.869","745.473","88.244"
"1679337004","625.188","612.601","585.927","768.061","745.601","88.238"
"1679337014","625.293","612.677","585.967","768.277","745.746","87.955"
"1679337024","625.378","612.732","585.989","768.465","745.873","87.567"
"1679337034","625.485","612.806","586.028","768.678","746.017","87.677"
"1679337044","625.572","612.865","586.053","768.867","746.149","87.613"
"1679337054","625.671","612.927","586.085","769.057","746.286","87.445"
"1679337064","625.759","612.987","586.115","769.242","746.415","87.401"
"1679337074","625.857","613.054","586.149","769.541","746.763","87.538"
"1679337084","625.952","613.118","586.178","769.879","747.108","87.779"
"1679337094","626.046","613.174","586.195","770.201","747.441","88.227"
"1679337104","626.165","613.245","586.230","770.636","747.917","88.645"
"1679337114","626.289","613.316","586.259","770.953","748.158","89.114"
"1679337124","626.405","613.369","586.277","771.199","748.347","89.445"
"1679337134","626.536","613.435","586.309","771.439","748.513","89.871"
"1679337144","626.667","613.498","586.341","771.622","748.641","90.299"
"1679337154","626.811","613.571","586.384","771.813","748.786","90.908"
"1679337164","626.940","613.634","586.415","771.969","748.902","91.303"
"1679337174","627.073","613.704","586.454","772.113","749.009","91.596"
"1679337184","627.200","613.769","586.495","772.267","749.145","91.852"
"1679337194","627.337","613.845","586.541","772.406","749.267","92.164"
"1679337204","627.446","613.901","586.570","772.511","749.357","92.585"
"1679337214","627.582","613.979","586.621","772.625","749.450","92.945"
"1679337224","627.698","614.042","586.663","772.711","749.516","93.047"
"1679337234","627.826","614.118","586.720","772.822","749.608","93.003"
"1679337244","627.946","614.191","586.770","772.907","749.679","93.147"
"1679337254","628.073","614.273","586.834","772.994","749.762","93.304"
"1679337264","628.185","614.341","586.880","773.069","749.838","93.566"
"1679337274","628.310","614.424","586.936","773.164","749.933","93.570"
"1679337284","628.416","614.494","586.981","773.234","750.004","93.698"
"1679337294","628.537","614.574","587.035","773.254","750.046","93.856"
"1679337304","628.634","614.641","587.075","773.125","749.984","93.707"
"1679337314","628.739","614.718","587.131","773.009","749.967","93.508"
"1679337324","628.832","614.788","587.192","772.881","749.929","93.661"
"1679337334","628.927","614.864","587.271","772.667","749.835","93.837"
"1679337344","629.014","614.936","587.361","772.392","749.706","94.081"
"1679337354","629.094","615.004","587.460","772.016","749.508","94.117"
"1679337364","629.185","615.084","587.579","771.648","749.313","94.176"
"1679337374","629.277","615.169","587.715","771.215","749.075","94.326"
"1679337384","629.354","615.247","587.841","770.816","748.857","94.010"
"1679337394","629.428","615.320","587.971","770.363","748.607","93.560"
"1679337404","629.508","615.402","588.118","769.917","748.361","93.487"
"1679337414","629.584","615.484","588.261","769.457","748.085","93.727"
"1679337424","629.656","615.567","588.407","768.989","747.804","93.752"
"1679337434","629.738","615.655","588.555","768.529","747.522","93.899"
"1679337444","629.815","615.742","588.702","768.063","747.234","93.943"
"1679337454","629.877","615.818","588.836","767.586","746.928","94.192"
"1679337464","629.949","615.903","588.978","767.178","746.773","94.675"
"1679337474","630.009","615.983","589.114","766.273","745.265","94.665"
"1679337484","630.084","616.095","589.302","765.338","744.168","92.952"
"1679337494","630.117","616.191","589.487","764.683","743.710","90.622"
"1679337504","630.112","616.282","589.668","764.094","743.313","88.707"
"1679337514","630.083","616.372","589.832","763.533","742.946","87.224"
"1679337524","630.038","616.453","589.989","763.000","742.595","85.931"
"1679337534","629.984","616.534","590.133","762.488","742.261","84.440"
"1679337544","629.932","616.618","590.287","762.026","742.051","83.015"
"1679337554","629.870","616.691","590.420","761.797","742.341","82.235"
"1679337564","629.807","616.737","590.503","761.676","742.684","82.576"
"1679337574","629.775","616.791","590.590","761.545","742.838","83.581"
"1679337584","629.766","616.836","590.657","761.322","742.713","84.463"
"1679337594","629.784","616.883","590.728","761.033","742.511","85.353"
"1679337604","629.831","616.946","590.818","760.765","742.322","86.031"
"1679337614","629.892","617.014","590.921","760.460","742.092","86.799"
"1679337624","629.950","617.070","591.010","760.159","741.862","87.389"
"1679337634","630.025","617.142","591.113","759.970","741.969","88.019"
"1679337644","630.084","617.189","591.180","759.749","741.869","88.794"
"1679337654","630.172","617.253","591.269","759.457","741.639","90.107"
"1679337664","630.262","617.314","591.348","759.153","741.397","91.193"
"1679337674","630.366","617.383","591.437","758.812","741.121","92.082"
