"","T_tphe_5.0m Ave. (C)","T_tphe_3.75m Ave. (C)","T_tphe_2.5m Ave. (C)","T_iv_gas Ave. (C)","T_tw Ave. (C)","T_exhaust Ave. (C)"
"1679320604","592.379","586.070","568.191","652.455","671.885","26.069"
"1679320614","592.393","586.086","568.206","652.453","671.900","26.073"
"1679320624","592.404","586.100","568.221","652.448","671.902","26.083"
"1679320634","592.409","586.106","568.229","652.440","671.934","26.085"
"1679320644","592.406","586.105","568.229","652.423","671.948","26.067"
"1679320654","592.423","586.124","568.250","652.430","671.989","26.060"
"1679320664","592.437","586.141","568.269","652.437","672.021","26.061"
"1679320674","592.451","586.158","568.285","652.443","672.067","26.070"
"1679320684","592.458","586.166","568.293","652.442","672.098","26.074"
"1679320694","592.466","586.175","568.303","652.444","672.109","26.081"
"1679320704","592.484","586.196","568.322","652.455","672.153","26.078"
"1679320714","592.498","586.210","568.339","652.465","672.179","26.067"
"1679320724","592.502","586.217","568.349","652.464","672.193","26.048"
"1679320734","592.515","586.232","568.365","652.470","672.184","26.040"
"1679320744","592.523","586.245","568.380","652.478","672.170","26.046"
"1679320754","592.534","586.259","568.393","652.479","672.156","26.055"
"1679320764","592.550","586.272","568.412","652.484","672.139","26.058"
"1679320774","592.564","586.291","568.431","652.492","672.126","26.072"
"1679320784","592.574","586.303","568.443","652.492","672.119","26.081"
"1679320794","592.580","586.310","568.453","652.490","672.130","26.068"
"1679320804","592.591","586.323","568.465","652.490","672.149","26.059"
"1679320814","592.600","586.334","568.481","652.492","672.160","26.051"
"1679320824","592.605","586.339","568.491","652.486","672.153","26.054"
"1679320834","592.620","586.359","568.514","652.493","672.155","26.071"
"1679320844","592.628","586.368","568.525","652.491","672.172","26.076"
"1679320854","592.639","586.381","568.542","652.495","672.232","26.070"
"1679320864","592.653","586.398","568.562","652.507","672.307","26.069"
"1679320874","592.667","586.415","568.582","652.520","672.311","26.075"
"1679320884","592.679","586.427","568.595","652.526","672.286","26.082"
"1679320894","592.688","586.439","568.608","652.529","672.275","26.075"
"1679320904","592.698","586.451","568.623","652.535","672.297","26.067"
"1679320914","592.720","586.472","568.643","652.546","672.309","26.070"
"1679320924","592.721","586.477","568.648","652.544","672.324","26.053"
"1679320934","592.729","586.481","568.656","652.544","672.335","26.057"
"1679320944","592.732","586.490","568.664","652.545","672.325","26.063"
"1679320954","592.743","586.501","568.677","652.550","672.315","26.080"
"1679320964","592.759","586.518","568.694","652.558","672.316","26.087"
"1679320974","592.767","586.529","568.706","652.560","672.285","26.089"
"1679320984","592.781","586.544","568.720","652.564","672.278","26.087"
"1679320994","592.795","586.557","568.737","652.568","672.311","26.088"
"1679321004","592.799","586.563","568.743","652.565","672.275","26.078"
"1679321014","592.810","586.574","568.758","652.564","672.226","26.092"
"1679321024","592.824","586.589","568.772","652.568","672.202","26.111"
"1679321034","592.835","586.604","568.786","652.568","672.178","26.128"
"1679321044","592.843","586.611","568.792","652.561","672.126","26.122"
"1679321054","592.853","586.622","568.805","652.559","672.105","26.124"
"1679321064","592.866","586.636","568.822","652.557","672.073","26.129"
"1679321074","592.871","586.642","568.830","652.547","672.034","26.118"
"1679321084","592.879","586.655","568.843","652.541","672.014","26.112"
"1679321094","592.889","586.668","568.860","652.538","672.012","26.134"
"1679321104","592.902","586.683","568.875","652.539","672.014","26.161"
"1679321114","592.912","586.695","568.889","652.536","672.009","26.170"
"1679321124","592.918","586.706","568.900","652.530","672.022","26.174"
"1679321134","592.931","586.716","568.914","652.530","672.023","26.176"
"1679321144","592.934","586.721","568.918","652.521","671.991","26.152"
"1679321154","592.939","586.728","568.926","652.510","671.945","26.129"
"1679321164","592.957","586.750","568.948","652.516","671.916","26.151"
"1679321174","592.963","586.758","568.958","652.507","671.866","26.170"
"1679321184","592.972","586.769","568.972","652.500","671.814","26.174"
"1679321194","592.987","586.787","568.989","652.496","671.777","26.191"
"1679321204","592.991","586.795","569.000","652.485","671.767","26.190"
"1679321214","592.997","586.804","569.013","652.475","671.731","26.196"
"1679321224","593.008","586.815","569.026","652.468","671.685","26.214"
"1679321234","593.021","586.832","569.044","652.463","671.678","26.217"
"1679321244","593.032","586.843","569.053","652.456","671.681","26.211"
"1679321254","593.033","586.849","569.064","652.442","671.625","26.205"
"1679321264","593.041","586.856","569.071","652.427","671.581","26.205"
"1679321274","593.050","586.868","569.088","652.421","671.556","26.211"
"1679321284","593.055","586.877","569.098","652.406","671.536","26.205"
"1679321294","593.071","586.896","569.120","652.403","671.517","26.210"
"1679321304","593.071","586.899","569.124","652.385","671.490","26.218"
"1679321314","593.074","586.901","569.125","652.369","671.459","26.220"
"1679321324","593.080","586.910","569.139","652.355","671.440","26.209"
"1679321334","593.087","586.918","569.147","652.342","671.452","26.205"
"1679321344","593.093","586.926","569.157","652.335","671.464","26.206"
"1679321354","593.100","586.935","569.169","652.326","671.485","26.195"
"1679321364","593.111","586.950","569.188","652.322","671.494","26.211"
"1679321374","593.114","586.957","569.197","652.311","671.484","26.223"
"1679321384","593.122","586.968","569.210","652.306","671.485","26.228"
"1679321394","593.134","586.980","569.227","652.304","671.494","26.242"
"1679321404","593.139","586.988","569.234","652.298","671.499","26.244"
"1679321414","593.143","586.995","569.245","652.291","671.502","26.227"
"1679321424","593.153","587.007","569.257","652.289","671.549","26.220"
"1679321434","593.161","587.016","569.272","652.288","671.598","26.227"
"1679321444","593.170","587.031","569.285","652.297","671.692","26.231"
"1679321454","593.179","587.040","569.296","652.304","671.739","26.238"
"1679321464","593.186","587.048","569.306","652.305","671.735","26.252"
"1679321474","593.199","587.057","569.315","652.315","671.746","26.252"
"1679321484","593.212","587.073","569.330","652.326","671.784","26.247"
"1679321494","593.217","587.082","569.338","652.326","671.797","26.243"
"1679321504","593.227","587.092","569.350","652.330","671.797","26.244"
"1679321514","593.237","587.104","569.361","652.339","671.818","26.248"
"1679321524","593.249","587.116","569.376","652.346","671.854","26.246"
"1679321534","593.251","587.117","569.377","652.344","671.862","26.247"
"1679321544","593.257","587.125","569.388","652.347","671.894","26.266"
"1679321554","593.268","587.138","569.402","652.358","671.922","26.293"
"1679321564","593.269","587.139","569.403","652.355","671.932","26.295"
"1679321574","593.275","587.145","569.413","652.360","671.925","26.284"
"1679321584","593.279","587.154","569.420","652.360","671.915","26.276"
"1679321594","593.282","587.155","569.424","652.360","671.917","26.264"
"1679321604","593.295","587.170","569.440","652.368","671.930","26.276"
"1679321614","593.313","587.187","569.461","652.384","671.966","26.286"
"1679321624","593.328","587.201","569.476","652.391","671.981","26.285"
"1679321634","593.324","587.201","569.479","652.391","672.016","26.262"
"1679321644","593.334","587.210","569.489","652.396","672.051","26.252"
"1679321654","593.342","587.217","569.497","652.403","672.066","26.259"
"1679321664","593.348","587.224","569.505","652.407","672.086","26.255"
"1679321674","593.357","587.233","569.516","652.412","672.084","26.254"
"1679321684","593.360","587.241","569.522","652.415","672.005","26.255"
"1679321694","593.368","587.247","569.531","652.410","671.895","26.270"
"1679321704","593.375","587.254","569.538","652.402","671.585","26.260"
"1679321714","593.387","587.268","569.556","652.342","670.117","26.254"
"1679321724","593.389","587.275","569.562","652.216","668.508","26.262"
"1679321734","593.379","587.273","569.563","652.030","666.884","26.259"
"1679321744","593.390","587.295","569.588","651.823","665.349","26.271"
"1679321754","593.386","587.309","569.616","651.570","663.909","26.278"
"1679321764","593.379","587.320","569.647","651.292","662.542","26.294"
"1679321774","593.364","587.329","569.654","650.986","661.183","26.308"
"1679321784","593.341","587.327","569.652","650.658","659.872","26.311"
"1679321794","593.315","587.325","569.646","650.324","658.664","26.326"
"1679321804","593.287","587.322","569.645","649.971","657.500","26.343"
"1679321814","593.258","587.319","569.640","649.607","656.475","26.336"
"1679321824","593.233","587.320","569.643","649.262","655.574","26.338"
"1679321834","593.193","587.312","569.640","648.901","654.652","26.328"
"1679321844","593.158","587.305","569.640","648.523","653.697","26.305"
"1679321854","593.114","587.297","569.641","648.144","652.784","26.280"
"1679321864","593.065","587.281","569.631","647.775","652.097","26.275"
"1679321874","593.025","587.272","569.632","647.414","651.650","26.295"
"1679321884","592.976","587.255","569.620","647.061","651.408","26.292"
"1679321894","592.931","587.241","569.616","646.750","651.274","26.290"
"1679321904","592.870","587.213","569.598","646.436","650.812","26.270"
"1679321914","592.822","587.198","569.594","646.123","650.249","26.263"
"1679321924","592.769","587.174","569.580","645.812","650.066","26.269"
"1679321934","592.717","587.152","569.570","645.535","650.324","26.270"
"1679321944","592.670","587.133","569.574","645.281","650.681","26.247"
"1679321954","592.625","587.118","569.573","645.045","650.322","26.245"
"1679321964","592.565","587.088","569.553","644.805","649.916","26.249"
"1679321974","592.511","587.058","569.529","644.574","650.217","26.247"
"1679321984","592.453","587.024","569.506","644.376","651.039","26.254"
"1679321994","592.400","586.992","569.486","644.227","652.048","26.267"
"1679322004","592.355","586.963","569.465","644.133","653.148","26.272"
"1679322014","592.302","586.928","569.441","644.070","654.383","26.275"
"1679322024","592.257","586.894","569.421","644.061","655.668","26.284"
"1679322034","592.208","586.858","569.392","644.083","657.003","26.291"
"1679322044","592.179","586.830","569.381","644.162","658.337","26.312"
"1679322054","592.138","586.795","569.357","644.262","659.697","26.292"
"1679322064","592.104","586.764","569.337","644.406","661.125","26.307"
"1679322074","592.083","586.737","569.322","644.584","662.555","26.323"
"1679322084","592.058","586.706","569.299","644.795","664.084","26.318"
"1679322094","592.044","586.681","569.287","645.052","665.616","26.345"
"1679322104","592.032","586.659","569.273","645.325","667.063","26.362"
"1679322114","592.021","586.635","569.258","645.623","668.479","26.366"
"1679322124","592.013","586.606","569.239","645.948","669.892","26.383"
"1679322134","592.006","586.582","569.223","646.295","671.259","26.376"
"1679322144","592.008","586.558","569.208","646.649","672.580","26.360"
"1679322154","592.015","586.540","569.198","647.037","673.876","26.341"
"1679322164","592.023","586.519","569.182","647.431","675.062","26.329"
"1679322174","592.039","586.510","569.176","647.825","676.195","26.327"
"1679322184","592.054","586.494","569.165","648.219","677.267","26.321"
"1679322194","592.078","586.485","569.160","648.641","678.290","26.323"
"1679322204","592.103","586.479","569.156","649.059","679.230","26.341"
"1679322214","592.129","586.469","569.147","649.462","680.056","26.348"
"1679322224","592.154","586.459","569.140","649.873","680.853","26.343"
"1679322234","592.183","586.455","569.133","650.278","681.546","26.348"
"1679322244","592.209","586.447","569.125","650.659","682.117","26.329"
"1679322254","592.243","586.448","569.126","651.036","682.628","26.335"
"1679322264","592.287","586.459","569.136","651.420","683.063","26.335"
"1679322274","592.325","586.461","569.136","651.774","683.382","26.321"
"1679322284","592.361","586.466","569.134","652.103","683.643","26.302"
"1679322294","592.400","586.476","569.145","652.432","683.882","26.288"
"1679322304","592.448","586.490","569.154","652.744","683.953","26.289"
"1679322314","592.489","586.503","569.165","653.017","683.939","26.292"
"1679322324","592.530","586.512","569.169","653.269","683.847","26.281"
"1679322334","592.570","586.524","569.179","653.507","683.673","26.270"
"1679322344","592.614","586.544","569.191","653.721","683.442","26.282"
"1679322354","592.657","586.563","569.204","653.913","683.218","26.295"
"1679322364","592.705","586.586","569.220","654.088","682.883","26.313"
"1679322374","592.753","586.614","569.242","654.240","682.436","26.327"
"1679322384","592.787","586.628","569.249","654.352","681.965","26.329"
"1679322394","592.832","586.655","569.268","654.450","681.459","26.339"
"1679322404","592.867","586.672","569.283","654.521","680.876","26.337"
"1679322414","592.910","586.704","569.304","654.575","680.226","26.339"
"1679322424","592.952","586.730","569.328","654.603","679.609","26.333"
"1679322434","592.983","586.755","569.347","654.613","679.050","26.324"
"1679322444","593.015","586.779","569.366","654.600","678.367","26.312"
"1679322454","593.055","586.810","569.391","654.576","677.691","26.306"
"1679322464","593.088","586.840","569.412","654.529","676.986","26.319"
"1679322474","593.116","586.864","569.433","654.467","676.262","26.306"
"1679322484","593.144","586.889","569.450","654.380","675.493","26.274"
"1679322494","593.166","586.913","569.468","654.277","674.759","26.272"
"1679322504","593.195","586.942","569.493","654.167","673.997","26.270"
"1679322514","593.208","586.963","569.507","654.033","673.213","26.270"
"1679322524","593.226","586.982","569.524","653.888","672.450","26.276"
"1679322534","593.250","587.014","569.549","653.747","671.766","26.279"
"1679322544","593.271","587.041","569.572","653.584","671.078","26.263"
"1679322554","593.292","587.069","569.599","653.420","670.398","26.261"
"1679322564","593.299","587.089","569.613","653.244","669.764","26.283"
"1679322574","593.312","587.113","569.632","653.064","669.138","26.271"
"1679322584","593.313","587.125","569.643","652.869","668.536","26.236"
"1679322594","593.324","587.147","569.661","652.690","668.020","26.230"
"1679322604","593.338","587.175","569.684","652.513","667.537","26.253"
"1679322614","593.338","587.190","569.696","652.318","667.046","26.277"
"1679322624","593.340","587.205","569.709","652.125","666.603","26.285"
"1679322634","593.343","587.222","569.725","651.945","666.237","26.266"
"1679322644","593.344","587.237","569.741","651.763","665.910","26.272"
"1679322654","593.351","587.260","569.762","651.589","665.622","26.273"
"1679322664","593.349","587.273","569.777","651.422","665.405","26.245"
"1679322674","593.342","587.281","569.784","651.260","665.239","26.217"
"1679322684","593.347","587.302","569.804","651.107","665.108","26.211"
"1679322694","593.345","587.314","569.821","650.964","665.039","26.232"
"1679322704","593.337","587.320","569.825","650.822","664.974","26.242"
"1679322714","593.335","587.331","569.839","650.695","664.947","26.253"
"1679322724","593.336","587.344","569.854","650.575","664.958","26.254"
"1679322734","593.321","587.343","569.852","650.459","664.968","26.238"
"1679322744","593.314","587.351","569.862","650.362","665.074","26.252"
"1679322754","593.310","587.359","569.874","650.270","665.205","26.266"
"1679322764","593.303","587.362","569.881","650.190","665.365","26.279"
"1679322774","593.303","587.374","569.898","650.129","665.562","26.281"
"1679322784","593.289","587.372","569.898","650.067","665.794","26.275"
"1679322794","593.291","587.382","569.919","650.023","666.030","26.256"
"1679322804","593.291","587.392","569.934","649.994","666.287","26.252"
"1679322814","593.286","587.393","569.935","649.972","666.572","26.230"
"1679322824","593.291","587.402","569.943","649.962","666.891","26.213"
"1679322834","593.281","587.399","569.940","649.959","667.243","26.197"
"1679322844","593.277","587.396","569.940","649.966","667.621","26.172"
"1679322854","593.268","587.393","569.939","649.986","668.047","26.177"
"1679322864","593.272","587.394","569.945","650.022","668.460","26.168"
"1679322874","593.275","587.401","569.953","650.069","668.846","26.165"
"1679322884","593.274","587.402","569.958","650.120","669.239","26.147"
"1679322894","593.273","587.400","569.958","650.178","669.648","26.147"
"1679322904","593.275","587.402","569.964","650.247","670.031","26.169"
"1679322914","593.286","587.411","569.977","650.329","670.452","26.194"
"1679322924","593.287","587.410","569.980","650.412","670.877","26.196"
"1679322934","593.292","587.411","569.984","650.504","671.266","26.193"
"1679322944","593.307","587.421","569.996","650.607","671.583","26.194"
"1679322954","593.311","587.419","569.997","650.695","671.921","26.182"
"1679322964","593.320","587.425","570.005","650.796","672.285","26.183"
"1679322974","593.333","587.432","570.015","650.912","672.706","26.199"
"1679322984","593.339","587.434","570.018","651.018","673.028","26.202"
"1679322994","593.352","587.439","570.023","651.133","673.325","26.201"
"1679323004","593.371","587.451","570.036","651.255","673.603","26.224"
"1679323014","593.389","587.461","570.045","651.371","673.874","26.216"
"1679323024","593.407","587.471","570.053","651.487","674.111","26.208"
"1679323034","593.429","587.484","570.068","651.610","674.317","26.198"
"1679323044","593.445","587.492","570.077","651.722","674.495","26.170"
"1679323054","593.458","587.496","570.082","651.821","674.663","26.138"
"1679323064","593.474","587.508","570.091","651.929","674.827","26.137"
"1679323074","593.487","587.514","570.099","652.032","674.952","26.165"
"1679323084","593.513","587.534","570.118","652.139","675.059","26.182"
"1679323094","593.534","587.544","570.131","652.235","675.222","26.183"
"1679323104","593.552","587.557","570.142","652.334","675.332","26.194"
"1679323114","593.574","587.571","570.156","652.428","675.379","26.205"
"1679323124","593.602","587.591","570.175","652.520","675.385","26.215"
"1679323134","593.618","587.600","570.184","652.595","675.356","26.197"
"1679323144","593.643","587.618","570.200","652.670","675.298","26.157"
"1679323154","593.667","587.632","570.215","652.737","675.243","26.179"
"1679323164","593.690","587.652","570.232","652.798","675.178","26.179"
"1679323174","593.708","587.666","570.243","652.849","675.070","26.200"
"1679323184","593.739","587.690","570.267","652.901","674.945","26.219"
"1679323194","593.748","587.694","570.272","652.933","674.789","26.194"
"1679323204","593.778","587.722","570.295","652.973","674.645","26.179"
"1679323214","593.795","587.738","570.309","652.999","674.529","26.180"
"1679323224","593.820","587.759","570.328","653.024","674.360","26.192"
"1679323234","593.830","587.771","570.342","653.026","674.147","26.188"
"1679323244","593.846","587.784","570.357","653.027","673.911","26.195"
"1679323254","593.864","587.805","570.378","653.026","673.678","26.231"
"1679323264","593.887","587.822","570.393","653.021","673.446","26.240"
"1679323274","593.904","587.842","570.407","653.002","673.139","26.252"
"1679323284","593.917","587.854","570.418","652.973","672.886","26.261"
"1679323294","593.926","587.868","570.426","652.941","672.673","26.262"
"1679323304","593.932","587.876","570.435","652.897","672.453","26.250"
"1679323314","593.947","587.891","570.453","652.862","672.256","26.243"
"1679323324","593.965","587.914","570.473","652.830","672.038","26.233"
"1679323334","593.981","587.935","570.493","652.791","671.876","26.228"
"1679323344","593.988","587.939","570.499","652.738","671.659","26.217"
"1679323354","594.006","587.964","570.520","652.702","671.445","26.224"
"1679323364","594.024","587.985","570.541","652.656","671.250","26.227"
"1679323374","594.037","588.003","570.559","652.608","671.075","26.230"
"1679323384","594.044","588.015","570.568","652.554","670.899","26.227"
"1679323394","594.056","588.029","570.584","652.496","670.697","26.217"
"1679323404","594.055","588.035","570.588","652.433","670.532","26.203"
"1679323414","594.060","588.043","570.596","652.374","670.383","26.217"
"1679323424","594.069","588.060","570.615","652.318","670.243","26.244"
"1679323434","594.080","588.076","570.630","652.267","670.134","26.252"
"1679323444","594.091","588.092","570.646","652.217","670.029","26.282"
"1679323454","594.099","588.104","570.659","652.166","670.013","26.282"
"1679323464","594.107","588.118","570.673","652.117","669.933","26.276"
"1679323474","594.118","588.134","570.692","652.074","669.844","26.277"
"1679323484","594.127","588.150","570.707","652.031","669.749","26.288"
"1679323494","594.128","588.155","570.714","651.977","669.647","26.280"
"1679323504","594.127","588.160","570.723","651.921","669.537","26.283"
"1679323514","594.123","588.164","570.723","651.870","669.488","26.277"
"1679323524","594.131","588.177","570.741","651.830","669.485","26.299"
"1679323534","594.131","588.185","570.744","651.784","669.473","26.297"
"1679323544","594.137","588.196","570.758","651.752","669.490","26.293"
"1679323554","594.147","588.210","570.774","651.720","669.524","26.316"
"1679323564","594.150","588.216","570.783","651.686","669.554","26.323"
"1679323574","594.147","588.217","570.785","651.654","669.587","26.321"
"1679323584","594.149","588.225","570.794","651.631","669.648","26.330"
"1679323594","594.159","588.237","570.806","651.615","669.726","26.333"
"1679323604","594.148","588.234","570.806","651.590","669.800","26.338"
"1679323614","594.159","588.247","570.822","651.588","669.888","26.335"
"1679323624","594.169","588.260","570.836","651.585","669.994","26.326"
"1679323634","594.178","588.269","570.848","651.581","670.096","26.333"
"1679323644","594.184","588.280","570.858","651.584","670.211","26.320"
"1679323654","594.187","588.287","570.867","651.587","670.324","26.304"
"1679323664","594.194","588.296","570.878","651.597","670.454","26.313"
"1679323674","594.197","588.301","570.885","651.604","670.557","26.300"
"1679323684","594.206","588.312","570.900","651.623","670.665","26.299"
"1679323694","594.217","588.323","570.909","651.640","670.785","26.308"
"1679323704","594.218","588.326","570.917","651.654","670.912","26.320"
"1679323714","594.226","588.336","570.928","651.677","671.020","26.346"
"1679323724","594.240","588.346","570.940","651.701","671.130","26.357"
"1679323734","594.243","588.353","570.949","651.726","671.247","26.352"
"1679323744","594.255","588.362","570.958","651.753","671.348","26.340"
"1679323754","594.258","588.369","570.966","651.780","671.444","26.344"
"1679323764","594.268","588.377","570.976","651.809","671.541","26.352"
"1679323774","594.279","588.385","570.986","651.838","671.625","26.337"
"1679323784","594.283","588.388","570.994","651.861","671.730","26.322"
"1679323794","594.289","588.396","571.002","651.891","671.813","26.340"
"1679323804","594.295","588.400","571.006","651.918","671.869","26.346"
"1679323814","594.302","588.406","571.017","651.949","671.939","26.327"
"1679323824","594.315","588.418","571.030","651.981","672.032","26.337"
"1679323834","594.326","588.430","571.043","652.016","672.106","26.345"
"1679323844","594.350","588.452","571.064","652.061","672.182","26.343"
"1679323854","594.361","588.460","571.074","652.090","672.244","26.341"
"1679323864","594.366","588.466","571.083","652.119","672.308","26.337"
"1679323874","594.368","588.466","571.082","652.139","672.377","26.310"
"1679323884","594.378","588.475","571.092","652.174","672.440","26.304"
"1679323894","594.387","588.484","571.102","652.206","672.486","26.301"
"1679323904","594.396","588.492","571.107","652.236","672.528","26.293"
"1679323914","594.409","588.502","571.120","652.267","672.513","26.312"
"1679323924","594.418","588.509","571.128","652.288","672.519","26.326"
"1679323934","594.437","588.529","571.145","652.324","672.538","26.353"
"1679323944","594.443","588.532","571.147","652.339","672.500","26.345"
"1679323954","594.456","588.542","571.161","652.361","672.482","26.330"
"1679323964","594.475","588.561","571.177","652.390","672.468","26.350"
"1679323974","594.478","588.559","571.180","652.392","672.407","26.358"
"1679323984","594.490","588.572","571.191","652.408","672.346","26.365"
"1679323994","594.503","588.584","571.204","652.417","672.273","26.365"
"1679324004","594.513","588.592","571.214","652.424","672.220","26.384"
"1679324014","594.523","588.605","571.223","652.426","672.155","26.387"
"1679324024","594.527","588.607","571.228","652.422","672.088","26.400"
"1679324034","594.537","588.612","571.234","652.419","672.051","26.407"
"1679324044","594.549","588.628","571.251","652.424","672.007","26.413"
"1679324054","594.557","588.635","571.259","652.420","671.933","26.408"
"1679324064","594.564","588.643","571.266","652.412","671.868","26.390"
"1679324074","594.584","588.665","571.287","652.419","671.814","26.403"
"1679324084","594.589","588.670","571.294","652.412","671.751","26.404"
"1679324094","594.601","588.683","571.306","652.402","671.671","26.378"
"1679324104","594.604","588.688","571.314","652.386","671.582","26.359"
"1679324114","594.619","588.704","571.333","652.380","671.516","26.365"
"1679324124","594.629","588.715","571.348","652.367","671.443","26.363"
"1679324134","594.631","588.721","571.355","652.348","671.370","26.366"
"1679324144","594.650","588.741","571.378","652.345","671.315","26.377"
"1679324154","594.664","588.757","571.393","652.333","671.259","26.392"
"1679324164","594.671","588.767","571.403","652.315","671.199","26.391"
"1679324174","594.680","588.774","571.411","652.300","671.160","26.395"
"1679324184","594.684","588.782","571.419","652.279","671.133","26.370"
"1679324194","594.686","588.787","571.425","652.262","671.061","26.347"
"1679324204","594.691","588.795","571.434","652.241","670.997","26.338"
"1679324214","594.707","588.812","571.454","652.234","670.965","26.340"
"1679324224","594.719","588.828","571.485","652.212","670.906","26.342"
"1679324234","594.731","588.845","571.508","652.195","670.892","26.339"
"1679324244","594.731","588.848","571.512","652.177","670.852","26.338"
"1679324254","594.741","588.861","571.518","652.166","670.788","26.338"
"1679324264","594.744","588.865","571.517","652.147","670.769","26.341"
"1679324274","594.760","588.882","571.530","652.143","670.753","26.370"
"1679324284","594.751","588.874","571.524","652.115","670.715","26.389"
"1679324294","594.747","588.873","571.520","652.088","670.706","26.406"
"1679324304","594.752","588.879","571.527","652.076","670.691","26.395"
"1679324314","594.759","588.888","571.537","652.063","670.683","26.377"
"1679324324","594.766","588.897","571.545","652.053","670.701","26.363"
"1679324334","594.777","588.910","571.558","652.045","670.680","26.373"
"1679324344","594.778","588.915","571.566","652.033","670.660","26.353"
"1679324354","594.781","588.920","571.573","652.019","670.682","26.350"
"1679324364","594.782","588.921","571.578","652.009","670.713","26.347"
"1679324374","594.797","588.937","571.595","652.011","670.758","26.350"
"1679324384","594.800","588.944","571.603","652.007","670.790","26.339"
"1679324394","594.800","588.945","571.611","651.998","670.822","26.340"
"1679324404","594.809","588.958","571.623","652.000","670.863","26.370"
"1679324414","594.813","588.965","571.630","652.001","670.906","26.401"
"1679324424","594.824","588.976","571.643","652.006","670.962","26.430"
"1679324434","594.825","588.981","571.648","652.010","671.023","26.417"
"1679324444","594.835","588.990","571.659","652.017","671.068","26.408"
"1679324454","594.843","588.997","571.667","652.021","671.088","26.408"
"1679324464","594.854","589.010","571.680","652.032","671.112","26.423"
"1679324474","594.854","589.006","571.681","652.031","671.141","26.432"
"1679324484","594.859","589.015","571.691","652.036","671.186","26.411"
"1679324494","594.868","589.026","571.699","652.048","671.216","26.401"
"1679324504","594.870","589.029","571.706","652.054","671.236","26.398"
"1679324514","594.875","589.034","571.714","652.059","671.270","26.394"
"1679324524","594.879","589.038","571.719","652.065","671.298","26.375"
"1679324534","594.897","589.059","571.742","652.082","671.238","26.382"
"1679324544","594.897","589.059","571.744","652.082","671.242","26.373"
"1679324554","594.905","589.069","571.756","652.091","671.293","26.396"
"1679324564","594.915","589.082","571.770","652.100","671.337","26.419"
"1679324574","594.923","589.092","571.786","652.110","671.383","26.415"
"1679324584","594.938","589.109","571.806","652.129","671.435","26.421"
"1679324594","594.940","589.111","571.807","652.132","671.461","26.411"
"1679324604","594.939","589.113","571.810","652.140","671.510","26.399"
"1679324614","594.948","589.121","571.821","652.155","671.562","26.390"
"1679324624","594.956","589.133","571.832","652.169","671.610","26.397"
"1679324634","594.969","589.145","571.848","652.189","671.643","26.429"
"1679324644","594.980","589.159","571.863","652.207","671.655","26.456"
"1679324654","594.992","589.169","571.872","652.222","671.677","26.450"
"1679324664","594.993","589.172","571.878","652.231","671.696","26.445"
"1679324674","595.001","589.180","571.890","652.243","671.717","26.440"
"1679324684","595.010","589.190","571.899","652.256","671.736","26.458"
"1679324694","595.016","589.194","571.906","652.266","671.743","26.466"
"1679324704","595.038","589.215","571.926","652.293","671.771","26.485"
"1679324714","595.045","589.222","571.933","652.300","671.766","26.504"
"1679324724","595.046","589.224","571.936","652.302","671.743","26.491"
"1679324734","595.064","589.241","571.955","652.319","671.734","26.471"
"1679324744","595.067","589.244","571.957","652.321","671.695","26.444"
"1679324754","595.069","589.246","571.960","652.320","671.659","26.433"
"1679324764","595.083","589.258","571.974","652.330","671.675","26.427"
"1679324774","595.086","589.264","571.980","652.330","671.665","26.427"
"1679324784","595.096","589.272","571.988","652.335","671.638","26.444"
"1679324794","595.112","589.292","572.009","652.346","671.617","26.424"
"1679324804","595.120","589.300","572.020","652.347","671.602","26.417"
"1679324814","595.123","589.304","572.027","652.346","671.648","26.414"
"1679324824","595.131","589.311","572.038","652.349","671.647","26.407"
"1679324834","595.129","589.313","572.037","652.345","671.637","26.398"
"1679324844","595.142","589.327","572.055","652.356","671.627","26.412"
"1679324854","595.152","589.336","572.068","652.360","671.626","26.418"
"1679324864","595.165","589.353","572.082","652.371","671.728","26.424"
"1679324874","595.175","589.360","572.093","652.380","671.776","26.426"
"1679324884","595.182","589.371","572.103","652.396","671.933","26.443"
"1679324894","595.182","589.372","572.108","652.407","672.009","26.444"
"1679324904","595.196","589.383","572.117","652.423","672.003","26.459"
"1679324914","595.208","589.397","572.131","652.438","671.971","26.448"
"1679324924","595.218","589.405","572.143","652.453","671.940","26.439"
"1679324934","595.224","589.413","572.151","652.459","671.883","26.443"
"1679324944","595.231","589.418","572.154","652.459","671.813","26.453"
"1679324954","595.232","589.421","572.159","652.454","671.756","26.454"
"1679324964","595.238","589.430","572.167","652.453","671.684","26.455"
"1679324974","595.252","589.439","572.178","652.454","671.648","26.456"
"1679324984","595.258","589.446","572.185","652.449","671.591","26.453"
"1679324994","595.261","589.452","572.192","652.442","671.528","26.430"
"1679325004","595.269","589.459","572.202","652.434","671.461","26.435"
"1679325014","595.277","589.468","572.213","652.429","671.430","26.449"
"1679325024","595.286","589.480","572.221","652.423","671.399","26.449"
"1679325034","595.298","589.492","572.235","652.420","671.362","26.447"
"1679325044","595.304","589.500","572.241","652.410","671.305","26.463"
"1679325054","595.319","589.515","572.256","652.406","671.229","26.465"
"1679325064","595.326","589.523","572.266","652.394","671.167","26.453"
"1679325074","595.322","589.524","572.265","652.372","671.098","26.439"
